unit_id,qc_result,rework_flag,downtime_minutes,rework_reason
G-020625,Pass,0,1,
G-020626,Pass,0,3,
G-020627,Fail,1,56,Edge chip
G-020628,Pass,0,0,
G-020629,Pass,0,3,
G-020630,Pass,0,0,
G-020631,Pass,0,2,
G-020632,Pass,0,3,
G-020633,Pass,0,3,
G-020634,Pass,0,3,
G-020635,Pass,0,1,
G-020636,Pass,0,1,
G-020637,Fail,1,31,Incorrect dimensions
G-020638,Fail,1,29,Edge chip
G-020639,Pass,0,1,
G-020640,Pass,0,2,
G-020641,Pass,0,3,
G-020642,Pass,0,1,
G-020643,Pass,0,3,
G-020644,Pass,0,0,
G-020645,Pass,0,2,
G-020646,Fail,1,44,Machine Malfunction
G-020647,Pass,0,0,
G-020648,Pass,0,2,
G-020649,Pass,0,3,
G-020650,Pass,0,3,
G-020651,Pass,0,1,
G-020652,Fail,1,23,Edge chip
G-020653,Pass,0,3,
G-020654,Pass,0,1,
G-020655,Pass,0,2,
G-020656,Fail,1,29,Edge chip
G-020657,Pass,0,0,
G-020658,Pass,0,0,
G-020659,Pass,0,2,
G-020660,Pass,0,2,
G-020661,Pass,0,1,
G-020662,Fail,1,31,Edge chip
G-020663,Pass,0,2,
G-020664,Pass,0,1,
G-020665,Pass,0,3,
G-020666,Pass,0,2,
G-020667,Fail,1,40,Edge chip
G-020668,Fail,1,59,Edge chip
G-020669,Pass,0,1,
G-020670,Pass,0,0,
G-020671,Pass,0,0,
G-020672,Fail,1,44,Incorrect dimensions
G-020673,Pass,0,2,
G-020674,Fail,1,27,Design / Specification Issue
G-020675,Pass,0,2,
G-020676,Fail,1,42,Material Defect
G-020677,Pass,0,3,
G-020678,Pass,0,2,
G-020679,Pass,0,3,
G-020680,Fail,1,55,Incorrect dimensions
G-020681,Pass,0,2,
G-020682,Pass,0,1,
G-020683,Pass,0,3,
G-020684,Pass,0,3,
G-020685,Pass,0,0,
G-020686,Pass,0,1,
G-020687,Fail,1,32,Edge chip
G-020688,Pass,0,3,
G-020689,Pass,0,3,
G-020690,Pass,0,3,
G-020691,Pass,0,3,
G-020692,Pass,0,1,
G-020693,Pass,0,0,
G-020694,Fail,1,42,Incorrect dimensions
G-020695,Pass,0,0,
G-020696,Pass,0,1,
G-020697,Pass,0,2,
G-020698,Pass,0,0,
G-020699,Pass,0,1,
G-020700,Pass,0,0,
G-020701,Pass,0,2,
G-020702,Pass,0,0,
G-020703,Fail,1,22,Edge chip
G-020704,Pass,0,1,
G-020705,Pass,0,3,
G-020706,Pass,0,2,
G-020707,Fail,1,39,Design / Specification Issue
G-020708,Pass,0,1,
G-020709,Pass,0,1,
G-020710,Pass,0,2,
G-020711,Fail,1,20,Edge chip
G-020712,Pass,0,2,
G-020713,Pass,0,1,
G-020714,Pass,0,3,
G-020715,Pass,0,2,
G-020716,Fail,1,46,Incorrect dimensions
G-020717,Pass,0,0,
G-020718,Pass,0,0,
G-020719,Fail,1,55,Incorrect dimensions
G-020720,Pass,0,1,
G-020721,Pass,0,2,
G-020722,Fail,1,59,Edge chip
G-020723,Pass,0,0,
G-020724,Fail,1,22,Edge chip
G-020725,Pass,0,1,
G-020726,Pass,0,1,
G-020727,Pass,0,3,
G-020728,Pass,0,3,
G-020729,Fail,1,25,Machine Malfunction
G-020730,Pass,0,0,
G-020731,Pass,0,1,
G-020732,Pass,0,0,
G-020733,Pass,0,3,
G-020734,Pass,0,3,
G-020735,Pass,0,3,
G-020736,Fail,1,45,Machine Malfunction
G-020737,Pass,0,3,
G-020738,Pass,0,2,
G-020739,Pass,0,2,
G-020740,Fail,1,41,Incorrect dimensions
G-020741,Pass,0,0,
G-020742,Pass,0,3,
G-020743,Fail,1,53,Scratched glass
G-020744,Fail,1,57,Incorrect dimensions
G-020745,Pass,0,3,
G-020746,Pass,0,0,
G-020747,Pass,0,3,
G-020748,Pass,0,3,
G-020749,Fail,1,59,Incorrect dimensions
G-020750,Pass,0,3,
G-020751,Fail,1,47,Edge chip
G-020752,Pass,0,3,
G-020753,Fail,1,32,Incorrect dimensions
G-020754,Fail,1,50,Edge chip
G-020755,Pass,0,2,
G-020756,Pass,0,1,
G-020757,Fail,1,20,Incorrect dimensions
G-020758,Pass,0,0,
G-020759,Pass,0,2,
G-020760,Pass,0,0,
G-020761,Pass,0,1,
G-020762,Pass,0,3,
G-020763,Pass,0,1,
G-020764,Fail,1,51,Machine Malfunction
G-020765,Pass,0,0,
G-020766,Pass,0,3,
G-020767,Pass,0,2,
G-020768,Fail,1,27,Edge chip
G-020769,Fail,1,34,Edge chip
G-020770,Fail,1,33,Fatigue / Shift Pressure
G-020771,Fail,1,24,Incorrect dimensions
G-020772,Pass,0,2,
G-020773,Pass,0,3,
G-020774,Pass,0,0,
G-020775,Pass,0,2,
G-020776,Pass,0,2,
G-020777,Pass,0,0,
G-020778,Pass,0,2,
G-020779,Fail,1,25,Incorrect dimensions
G-020780,Pass,0,3,
G-020781,Pass,0,3,
G-020782,Pass,0,0,
G-020783,Pass,0,1,
G-020784,Pass,0,2,
G-020785,Pass,0,0,
G-020786,Pass,0,3,
G-020787,Pass,0,3,
G-020788,Pass,0,2,
G-020789,Pass,0,2,
G-020790,Fail,1,24,Incorrect dimensions
G-020791,Pass,0,1,
G-020792,Pass,0,1,
G-020793,Pass,0,0,
G-020794,Fail,1,33,Incorrect dimensions
G-020795,Pass,0,2,
G-020796,Pass,0,3,
G-020797,Pass,0,0,
G-020798,Pass,0,3,
G-020799,Pass,0,3,
G-020800,Pass,0,3,
G-020801,Pass,0,1,
G-020802,Pass,0,2,
G-020803,Pass,0,0,
G-020804,Fail,1,27,Edge chip
G-020805,Fail,1,58,Incorrect dimensions
G-020806,Fail,1,48,Edge chip
G-020807,Pass,0,0,
G-020808,Pass,0,3,
G-020809,Fail,1,47,Incorrect dimensions
G-020810,Pass,0,0,
G-020811,Pass,0,0,
G-020812,Pass,0,0,
G-020813,Pass,0,3,
G-020814,Pass,0,3,
G-020815,Pass,0,0,
G-020816,Pass,0,1,
G-020817,Pass,0,0,
G-020818,Fail,1,42,Incorrect dimensions
G-020819,Fail,1,53,Edge chip
G-020820,Pass,0,2,
G-020821,Pass,0,1,
G-020822,Pass,0,1,
G-020823,Fail,1,36,Edge chip
G-020824,Pass,0,0,
G-020825,Pass,0,0,
G-020826,Pass,0,1,
G-020827,Fail,1,54,Material Defect
G-020828,Fail,1,53,Incorrect dimensions
G-020829,Fail,1,35,Incorrect dimensions
G-020830,Pass,0,0,
G-020831,Fail,1,43,Incorrect dimensions
G-020832,Pass,0,2,
G-020833,Pass,0,3,
G-020834,Pass,0,0,
G-020835,Pass,0,1,
G-020836,Fail,1,31,Fatigue / Shift Pressure
G-020837,Fail,1,25,Edge chip
G-020838,Pass,0,3,
G-020839,Fail,1,35,Incorrect dimensions
G-020840,Pass,0,2,
G-020841,Fail,1,48,Design / Specification Issue
G-020842,Pass,0,2,
G-020843,Pass,0,0,
G-020844,Fail,1,44,Fatigue / Shift Pressure
G-020845,Fail,1,21,Machine Malfunction
G-020846,Pass,0,3,
G-020847,Fail,1,59,Machine Malfunction
G-020848,Pass,0,0,
G-020849,Pass,0,1,
G-020850,Fail,1,29,Machine Malfunction
G-020851,Pass,0,0,
G-020852,Pass,0,2,
G-020853,Fail,1,56,Machine Malfunction
G-020854,Fail,1,22,Machine Malfunction
G-020855,Pass,0,1,
G-020856,Pass,0,3,
G-020857,Fail,1,23,Incorrect dimensions
G-020858,Fail,1,23,Incorrect dimensions
G-020859,Pass,0,1,
G-020860,Pass,0,2,
G-020861,Pass,0,3,
G-020862,Pass,0,3,
G-020863,Fail,1,39,Edge chip
G-020864,Fail,1,27,Material Defect
G-020865,Pass,0,2,
G-020866,Pass,0,0,
G-020867,Fail,1,27,Edge chip
G-020868,Fail,1,35,Material Defect
G-020869,Pass,0,0,
G-020870,Pass,0,3,
G-020871,Pass,0,3,
G-020872,Fail,1,22,Edge chip
G-020873,Pass,0,3,
G-020874,Pass,0,3,
G-020875,Fail,1,42,Edge chip
G-020876,Pass,0,3,
G-020877,Fail,1,33,Edge chip
G-020878,Pass,0,1,
G-020879,Pass,0,3,
G-020880,Fail,1,20,Fatigue / Shift Pressure
G-020881,Pass,0,2,
G-020882,Pass,0,0,
G-020883,Fail,1,45,Machine Malfunction
G-020884,Pass,0,1,
G-020885,Pass,0,0,
G-020886,Fail,1,26,Machine Malfunction
G-020887,Fail,1,29,Edge chip
G-020888,Pass,0,2,
G-020889,Pass,0,0,
G-020890,Fail,1,44,Incorrect dimensions
G-020891,Pass,0,2,
G-020892,Fail,1,36,Material Defect
G-020893,Pass,0,0,
G-020894,Pass,0,3,
G-020895,Pass,0,3,
G-020896,Pass,0,2,
G-020897,Pass,0,3,
G-020898,Pass,0,3,
G-020899,Pass,0,2,
G-020900,Pass,0,1,
G-020901,Pass,0,2,
G-020902,Fail,1,51,Design / Specification Issue
G-020903,Fail,1,46,Edge chip
G-020904,Pass,0,0,
G-020905,Pass,0,0,
G-020906,Pass,0,1,
G-020907,Pass,0,0,
G-020908,Pass,0,0,
G-020909,Pass,0,2,
G-020910,Pass,0,3,
G-020911,Pass,0,0,
G-020912,Pass,0,0,
G-020913,Pass,0,2,
G-020914,Pass,0,0,
G-020915,Pass,0,2,
G-020916,Pass,0,3,
G-020917,Pass,0,0,
G-020918,Pass,0,0,
G-020919,Pass,0,0,
G-020920,Pass,0,1,
G-020921,Fail,1,37,Incorrect dimensions
G-020922,Pass,0,0,
G-020923,Pass,0,0,
G-020924,Pass,0,3,
G-020925,Pass,0,0,
G-020926,Pass,0,1,
G-020927,Pass,0,3,
G-020928,Pass,0,2,
G-020929,Fail,1,31,Edge chip
G-020930,Pass,0,3,
G-020931,Fail,1,57,Design / Specification Issue
G-020932,Pass,0,2,
G-020933,Fail,1,36,Incorrect dimensions
G-020934,Pass,0,2,
G-020935,Pass,0,3,
G-020936,Pass,0,1,
G-020937,Fail,1,39,Incorrect dimensions
G-020938,Pass,0,1,
G-020939,Pass,0,3,
G-020940,Pass,0,0,
G-020941,Pass,0,0,
G-020942,Fail,1,36,Edge chip
G-020943,Pass,0,3,
G-020944,Pass,0,3,
G-020945,Fail,1,38,Incorrect dimensions
G-020946,Pass,0,3,
G-020947,Fail,1,36,Edge chip
G-020948,Pass,0,2,
G-020949,Fail,1,50,Edge chip
G-020950,Fail,1,42,Edge chip
G-020951,Pass,0,2,
G-020952,Pass,0,3,
G-020953,Pass,0,2,
G-020954,Pass,0,2,
G-020955,Fail,1,20,Incorrect dimensions
G-020956,Pass,0,3,
G-020957,Fail,1,52,Incorrect dimensions
G-020958,Pass,0,2,
G-020959,Pass,0,0,
G-020960,Pass,0,0,
G-020961,Pass,0,1,
G-020962,Pass,0,3,
G-020963,Pass,0,2,
G-020964,Pass,0,3,
G-020965,Pass,0,0,
G-020966,Pass,0,3,
G-020967,Pass,0,1,
G-020968,Pass,0,2,
G-020969,Fail,1,58,Machine Malfunction
G-020970,Fail,1,48,Machine Malfunction
G-020971,Pass,0,0,
G-020972,Pass,0,2,
G-020973,Pass,0,1,
G-020974,Pass,0,0,
G-020975,Pass,0,2,
G-020976,Pass,0,1,
G-020977,Pass,0,1,
G-020978,Pass,0,2,
G-020979,Fail,1,44,Edge chip
G-020980,Fail,1,30,Incorrect dimensions
G-020981,Pass,0,3,
G-020982,Pass,0,2,
G-020983,Pass,0,2,
G-020984,Pass,0,2,
G-020985,Fail,1,39,Incorrect dimensions
G-020986,Pass,0,2,
G-020987,Pass,0,1,
G-020988,Pass,0,0,
G-020989,Pass,0,0,
G-020990,Pass,0,0,
G-020991,Pass,0,3,
G-020992,Pass,0,0,
G-020993,Pass,0,2,
G-020994,Fail,1,37,Design / Specification Issue
G-020995,Pass,0,2,
G-020996,Pass,0,3,
G-020997,Fail,1,39,Material Defect
G-020998,Pass,0,3,
G-020999,Pass,0,2,
G-021000,Fail,1,46,Incorrect dimensions
G-021001,Pass,0,2,
G-021002,Fail,1,27,Machine Malfunction
G-021003,Pass,0,3,
G-021004,Pass,0,3,
G-021005,Pass,0,0,
G-021006,Pass,0,2,
G-021007,Pass,0,1,
G-021008,Pass,0,1,
G-021009,Pass,0,3,
G-021010,Pass,0,2,
G-021011,Pass,0,0,
G-021012,Pass,0,1,
G-021013,Fail,1,44,Incorrect dimensions
G-021014,Pass,0,2,
G-021015,Pass,0,1,
G-021016,Fail,1,49,Edge chip
G-021017,Pass,0,0,
G-021018,Pass,0,3,
G-021019,Fail,1,46,Incorrect dimensions
G-021020,Pass,0,2,
G-021021,Pass,0,0,
G-021022,Fail,1,60,Edge chip
G-021023,Fail,1,34,Incorrect dimensions
G-021024,Fail,1,35,Edge chip
G-021025,Pass,0,0,
G-021026,Pass,0,3,
G-021027,Pass,0,0,
G-021028,Pass,0,3,
G-021029,Pass,0,3,
G-021030,Pass,0,3,
G-021031,Fail,1,25,Edge chip
G-021032,Pass,0,1,
G-021033,Pass,0,2,
G-021034,Pass,0,1,
G-021035,Fail,1,29,Edge chip
G-021036,Pass,0,0,
G-021037,Pass,0,0,
G-021038,Pass,0,0,
G-021039,Fail,1,39,Incorrect dimensions
G-021040,Pass,0,3,
G-021041,Pass,0,2,
G-021042,Pass,0,0,
G-021043,Pass,0,2,
G-021044,Pass,0,0,
G-021045,Pass,0,2,
G-021046,Pass,0,1,
G-021047,Pass,0,2,
G-021048,Fail,1,40,Incorrect dimensions
G-021049,Pass,0,1,
G-021050,Fail,1,25,Incorrect dimensions
G-021051,Pass,0,0,
G-021052,Fail,1,32,Edge chip
G-021053,Pass,0,2,
G-021054,Pass,0,1,
G-021055,Pass,0,1,
G-021056,Fail,1,28,Incorrect dimensions
G-021057,Fail,1,34,Edge chip
G-021058,Pass,0,2,
G-021059,Pass,0,3,
G-021060,Pass,0,1,
G-021061,Fail,1,49,Edge chip
G-021062,Pass,0,3,
G-021063,Pass,0,3,
G-021064,Pass,0,1,
G-021065,Fail,1,40,Edge chip
G-021066,Fail,1,43,Edge chip
G-021067,Pass,0,1,
G-021068,Fail,1,36,Scratched glass
G-021069,Pass,0,2,
G-021070,Pass,0,1,
G-021071,Pass,0,3,
G-021072,Fail,1,51,Edge chip
G-021073,Fail,1,30,Incorrect dimensions
G-021074,Fail,1,38,Incorrect dimensions
G-021075,Pass,0,3,
G-021076,Fail,1,22,Incorrect dimensions
G-021077,Pass,0,0,
G-021078,Fail,1,40,Incorrect dimensions
G-021079,Pass,0,2,
G-021080,Pass,0,0,
G-021081,Pass,0,0,
G-021082,Pass,0,2,
G-021083,Pass,0,0,
G-021084,Fail,1,45,Incorrect dimensions
G-021085,Pass,0,2,
G-021086,Pass,0,3,
G-021087,Pass,0,1,
G-021088,Fail,1,29,Machine Malfunction
G-021089,Fail,1,29,Material Defect
G-021090,Pass,0,1,
G-021091,Pass,0,1,
G-021092,Pass,0,2,
G-021093,Pass,0,1,
G-021094,Fail,1,39,Material Defect
G-021095,Fail,1,58,Machine Malfunction
G-021096,Pass,0,0,
G-021097,Pass,0,3,
G-021098,Pass,0,3,
G-021099,Pass,0,3,
G-021100,Pass,0,2,
G-021101,Pass,0,1,
G-021102,Pass,0,1,
G-021103,Pass,0,3,
G-021104,Fail,1,57,Incorrect dimensions
G-021105,Fail,1,35,Edge chip
G-021106,Fail,1,40,Edge chip
G-021107,Pass,0,1,
G-021108,Pass,0,3,
G-021109,Pass,0,1,
G-021110,Pass,0,0,
G-021111,Pass,0,1,
G-021112,Pass,0,3,
G-021113,Pass,0,0,
G-021114,Pass,0,2,
G-021115,Fail,1,28,Material Defect
G-021116,Pass,0,1,
G-021117,Pass,0,2,
G-021118,Pass,0,0,
G-021119,Pass,0,2,
G-021120,Pass,0,0,
G-021121,Pass,0,1,
G-021122,Pass,0,3,
G-021123,Fail,1,44,Machine Malfunction
G-021124,Pass,0,0,
G-021125,Fail,1,20,Machine Malfunction
G-021126,Pass,0,3,
G-021127,Pass,0,1,
G-021128,Pass,0,1,
G-021129,Fail,1,60,Incorrect dimensions
G-021130,Fail,1,36,Incorrect dimensions
G-021131,Pass,0,2,
G-021132,Pass,0,2,
G-021133,Pass,0,2,
G-021134,Fail,1,37,Incorrect dimensions
G-021135,Pass,0,3,
G-021136,Pass,0,3,
G-021137,Pass,0,1,
G-021138,Pass,0,1,
G-021139,Pass,0,1,
G-021140,Fail,1,39,Edge chip
G-021141,Pass,0,1,
G-021142,Pass,0,1,
G-021143,Pass,0,1,
G-021144,Pass,0,2,
G-021145,Pass,0,2,
G-021146,Pass,0,2,
G-021147,Fail,1,36,Edge chip
G-021148,Pass,0,3,
G-021149,Pass,0,1,
G-021150,Pass,0,0,
G-021151,Pass,0,0,
G-021152,Pass,0,3,
G-021153,Fail,1,43,Incorrect dimensions
G-021154,Fail,1,52,Incorrect dimensions
G-021155,Pass,0,2,
G-021156,Fail,1,40,Edge chip
G-021157,Pass,0,0,
G-021158,Pass,0,1,
G-021159,Pass,0,0,
G-021160,Fail,1,38,Edge chip
G-021161,Pass,0,0,
G-021162,Fail,1,31,Fatigue / Shift Pressure
G-021163,Pass,0,3,
G-021164,Pass,0,2,
G-021165,Pass,0,3,
G-021166,Fail,1,58,Design / Specification Issue
G-021167,Pass,0,0,
G-021168,Fail,1,27,Edge chip
G-021169,Pass,0,3,
G-021170,Fail,1,38,Edge chip
G-021171,Fail,1,30,Material Defect
G-021172,Pass,0,2,
G-021173,Pass,0,2,
G-021174,Fail,1,33,Edge chip
G-021175,Pass,0,1,
G-021176,Fail,1,41,Edge chip
G-021177,Pass,0,1,
G-021178,Fail,1,37,Edge chip
G-021179,Pass,0,2,
G-021180,Pass,0,1,
G-021181,Pass,0,1,
G-021182,Pass,0,2,
G-021183,Pass,0,3,
G-021184,Pass,0,2,
G-021185,Pass,0,0,
G-021186,Pass,0,1,
G-021187,Fail,1,58,Edge chip
G-021188,Pass,0,3,
G-021189,Fail,1,36,Edge chip
G-021190,Pass,0,3,
G-021191,Fail,1,53,Incorrect dimensions
G-021192,Fail,1,45,Incorrect dimensions
G-021193,Fail,1,40,Edge chip
G-021194,Pass,0,2,
G-021195,Pass,0,2,
G-021196,Fail,1,27,Edge chip
G-021197,Pass,0,2,
G-021198,Fail,1,56,Edge chip
G-021199,Pass,0,1,
G-021200,Pass,0,2,
G-021201,Pass,0,1,
G-021202,Pass,0,1,
G-021203,Fail,1,26,Edge chip
G-021204,Pass,0,1,
G-021205,Pass,0,0,
G-021206,Pass,0,2,
G-021207,Fail,1,46,Machine Malfunction
G-021208,Pass,0,0,
G-021209,Pass,0,1,
G-021210,Fail,1,26,Machine Malfunction
G-021211,Pass,0,3,
G-021212,Pass,0,0,
G-021213,Pass,0,1,
G-021214,Fail,1,49,Machine Malfunction
G-021215,Pass,0,3,
G-021216,Pass,0,2,
G-021217,Pass,0,3,
G-021218,Pass,0,2,
G-021219,Pass,0,0,
G-021220,Fail,1,32,Incorrect dimensions
G-021221,Fail,1,50,Incorrect dimensions
G-021222,Pass,0,1,
G-021223,Fail,1,56,Incorrect dimensions
G-021224,Fail,1,32,Incorrect dimensions
G-021225,Pass,0,1,
G-021226,Pass,0,1,
G-021227,Pass,0,1,
G-021228,Pass,0,0,
G-021229,Pass,0,3,
G-021230,Fail,1,22,Incorrect dimensions
G-021231,Pass,0,0,
G-021232,Fail,1,29,Edge chip
G-021233,Pass,0,3,
G-021234,Pass,0,1,
G-021235,Pass,0,2,
G-021236,Pass,0,0,
G-021237,Pass,0,1,
G-021238,Pass,0,1,
G-021239,Pass,0,0,
G-021240,Pass,0,0,
G-021241,Pass,0,1,
G-021242,Pass,0,2,
G-021243,Fail,1,21,Machine Malfunction
G-021244,Fail,1,24,Machine Malfunction
G-021245,Pass,0,2,
G-021246,Pass,0,1,
G-021247,Pass,0,3,
G-021248,Fail,1,32,Edge chip
G-021249,Pass,0,0,
G-021250,Pass,0,1,
G-021251,Fail,1,48,Edge chip
G-021252,Pass,0,1,
G-021253,Pass,0,3,
G-021254,Fail,1,47,Incorrect dimensions
G-021255,Pass,0,2,
G-021256,Pass,0,0,
G-021257,Pass,0,2,
G-021258,Pass,0,0,
G-021259,Fail,1,35,Incorrect dimensions
G-021260,Fail,1,57,Incorrect dimensions
G-021261,Pass,0,3,
G-021262,Fail,1,36,Design / Specification Issue
G-021263,Fail,1,20,Incorrect dimensions
G-021264,Pass,0,3,
G-021265,Pass,0,0,
G-021266,Pass,0,3,
G-021267,Pass,0,0,
G-021268,Pass,0,1,
G-021269,Pass,0,1,
G-021270,Fail,1,42,Edge chip
G-021271,Fail,1,57,Edge chip
G-021272,Fail,1,51,Design / Specification Issue
G-021273,Pass,0,0,
G-021274,Fail,1,26,Incorrect dimensions
G-021275,Fail,1,51,Edge chip
G-021276,Fail,1,26,Incorrect dimensions
G-021277,Pass,0,2,
G-021278,Fail,1,46,Design / Specification Issue
G-021279,Pass,0,1,
G-021280,Pass,0,2,
G-021281,Pass,0,0,
G-021282,Pass,0,1,
G-021283,Pass,0,1,
G-021284,Pass,0,1,
G-021285,Pass,0,0,
G-021286,Pass,0,0,
G-021287,Pass,0,0,
G-021288,Pass,0,2,
G-021289,Pass,0,1,
G-021290,Pass,0,0,
G-021291,Pass,0,2,
G-021292,Pass,0,1,
G-021293,Pass,0,2,
G-021294,Pass,0,2,
G-021295,Pass,0,3,
G-021296,Pass,0,0,
G-021297,Pass,0,1,
G-021298,Fail,1,49,Incorrect dimensions
G-021299,Pass,0,2,
G-021300,Pass,0,0,
G-021301,Pass,0,1,
G-021302,Fail,1,44,Edge chip
G-021303,Fail,1,25,Incorrect dimensions
G-021304,Fail,1,31,Misaligned frame
G-021305,Pass,0,3,
G-021306,Pass,0,3,
G-021307,Pass,0,3,
G-021308,Fail,1,38,Edge chip
G-021309,Pass,0,0,
G-021310,Fail,1,35,Incorrect dimensions
G-021311,Pass,0,2,
G-021312,Pass,0,1,
G-021313,Pass,0,3,
G-021314,Pass,0,2,
G-021315,Pass,0,3,
G-021316,Pass,0,3,
G-021317,Fail,1,36,Incorrect dimensions
G-021318,Pass,0,0,
G-021319,Pass,0,2,
G-021320,Pass,0,0,
G-021321,Pass,0,3,
G-021322,Pass,0,3,
G-021323,Pass,0,3,
G-021324,Pass,0,3,
G-021325,Fail,1,54,Machine Malfunction
G-021326,Fail,1,49,Machine Malfunction
G-021327,Pass,0,1,
G-021328,Pass,0,0,
G-021329,Pass,0,1,
G-021330,Fail,1,24,Machine Malfunction
G-021331,Fail,1,46,Machine Malfunction
G-021332,Fail,1,48,Machine Malfunction
G-021333,Pass,0,3,
G-021334,Fail,1,40,Design / Specification Issue
G-021335,Fail,1,56,Machine Malfunction
G-021336,Pass,0,3,
G-021337,Pass,0,2,
G-021338,Pass,0,0,
G-021339,Fail,1,28,Edge chip
G-021340,Fail,1,30,Edge chip
G-021341,Pass,0,2,
G-021342,Pass,0,1,
G-021343,Fail,1,50,Edge chip
G-021344,Pass,0,1,
G-021345,Pass,0,3,
G-021346,Pass,0,2,
G-021347,Pass,0,1,
G-021348,Pass,0,0,
G-021349,Pass,0,1,
G-021350,Pass,0,3,
G-021351,Fail,1,28,Edge chip
G-021352,Pass,0,1,
G-021353,Pass,0,3,
G-021354,Fail,1,40,Edge chip
G-021355,Fail,1,45,Edge chip
G-021356,Pass,0,3,
G-021357,Pass,0,3,
G-021358,Pass,0,2,
G-021359,Pass,0,1,
G-021360,Pass,0,1,
G-021361,Pass,0,2,
G-021362,Pass,0,1,
G-021363,Pass,0,1,
G-021364,Pass,0,3,
G-021365,Pass,0,0,
G-021366,Fail,1,33,Machine Malfunction
G-021367,Pass,0,0,
G-021368,Pass,0,3,
G-021369,Pass,0,2,
G-021370,Fail,1,51,Edge chip
G-021371,Pass,0,2,
G-021372,Fail,1,34,Edge chip
G-021373,Fail,1,27,Incorrect dimensions
G-021374,Fail,1,46,Incorrect dimensions
G-021375,Fail,1,35,Edge chip
G-021376,Pass,0,1,
G-021377,Pass,0,1,
G-021378,Pass,0,1,
G-021379,Pass,0,0,
G-021380,Fail,1,53,Edge chip
G-021381,Pass,0,1,
G-021382,Pass,0,0,
G-021383,Fail,1,33,Edge chip
G-021384,Pass,0,2,
G-021385,Pass,0,3,
G-021386,Fail,1,45,Edge chip
G-021387,Pass,0,2,
G-021388,Pass,0,2,
G-021389,Fail,1,39,Incorrect dimensions
G-021390,Pass,0,1,
G-021391,Pass,0,0,
G-021392,Pass,0,2,
G-021393,Fail,1,58,Incorrect dimensions
G-021394,Fail,1,21,Contamination
G-021395,Pass,0,1,
G-021396,Fail,1,57,Incorrect dimensions
G-021397,Pass,0,2,
G-021398,Fail,1,41,Misaligned frame
G-021399,Pass,0,0,
G-021400,Fail,1,50,Incorrect dimensions
G-021401,Pass,0,3,
G-021402,Pass,0,0,
G-021403,Pass,0,3,
G-021404,Fail,1,55,Incorrect dimensions
G-021405,Pass,0,2,
G-021406,Fail,1,58,Incorrect dimensions
G-021407,Fail,1,21,Edge chip
G-021408,Pass,0,3,
G-021409,Fail,1,46,Edge chip
G-021410,Fail,1,32,Incorrect dimensions
G-021411,Pass,0,0,
G-021412,Pass,0,2,
G-021413,Fail,1,31,Edge chip
G-021414,Pass,0,3,
G-021415,Pass,0,3,
G-021416,Pass,0,1,
G-021417,Pass,0,1,
G-021418,Pass,0,3,
G-021419,Pass,0,3,
G-021420,Pass,0,0,
G-021421,Pass,0,1,
G-021422,Pass,0,1,
G-021423,Pass,0,3,
G-021424,Pass,0,1,
G-021425,Pass,0,1,
G-021426,Pass,0,1,
G-021427,Pass,0,0,
G-021428,Fail,1,23,Incorrect dimensions
G-021429,Pass,0,1,
G-021430,Pass,0,3,
G-021431,Pass,0,3,
G-021432,Pass,0,0,
G-021433,Pass,0,2,
G-021434,Pass,0,3,
G-021435,Pass,0,2,
G-021436,Fail,1,30,Contamination
G-021437,Pass,0,1,
G-021438,Pass,0,1,
G-021439,Fail,1,26,Incorrect dimensions
G-021440,Pass,0,0,
G-021441,Pass,0,3,
G-021442,Pass,0,3,
G-021443,Fail,1,23,Edge chip
G-021444,Fail,1,25,Design / Specification Issue
G-021445,Fail,1,28,Machine Malfunction
G-021446,Pass,0,0,
G-021447,Fail,1,35,Machine Malfunction
G-021448,Pass,0,0,
G-021449,Pass,0,1,
G-021450,Fail,1,43,Machine Malfunction
G-021451,Pass,0,0,
G-021452,Pass,0,3,
G-021453,Pass,0,1,
G-021454,Pass,0,3,
G-021455,Pass,0,0,
G-021456,Pass,0,3,
G-021457,Pass,0,2,
G-021458,Pass,0,1,
G-021459,Pass,0,0,
G-021460,Pass,0,0,
G-021461,Fail,1,51,Scratched glass
G-021462,Pass,0,0,
G-021463,Pass,0,1,
G-021464,Pass,0,0,
G-021465,Pass,0,1,
G-021466,Fail,1,46,Edge chip
G-021467,Pass,0,2,
G-021468,Fail,1,38,Incorrect dimensions
G-021469,Pass,0,2,
G-021470,Pass,0,0,
G-021471,Fail,1,20,Incorrect dimensions
G-021472,Pass,0,0,
G-021473,Pass,0,3,
G-021474,Fail,1,31,Incorrect dimensions
G-021475,Pass,0,0,
G-021476,Pass,0,2,
G-021477,Pass,0,0,
G-021478,Pass,0,3,
G-021479,Fail,1,39,Edge chip
G-021480,Pass,0,2,
G-021481,Pass,0,3,
G-021482,Pass,0,0,
G-021483,Pass,0,3,
G-021484,Fail,1,33,Machine Malfunction
G-021485,Fail,1,50,Machine Malfunction
G-021486,Pass,0,2,
G-021487,Pass,0,0,
G-021488,Fail,1,58,Incorrect dimensions
G-021489,Pass,0,1,
G-021490,Pass,0,2,
G-021491,Fail,1,42,Design / Specification Issue
G-021492,Pass,0,0,
G-021493,Pass,0,1,
G-021494,Pass,0,2,
G-021495,Pass,0,1,
G-021496,Fail,1,23,Incorrect dimensions
